Operations_ID,Product_ID,Product_Name,Product_Category,Production_Date,Production_Quantity,Quality_Metrics,Quantity_in_Stock,Quantity_Sold,Supplier_ID,Supplier_Name,Lead_Time,Employee_ID,Employee_Name,Shift_Information,Maintenance_Type,Downtime_Duration,Energy_Consumption_Data,Production_Time,Downtime_Events,Employee_Rating,Downtime_Reason
758,2,Washing Machine,Home Appliances,9/22/2023,463,Failed,462,1,4,"Yang, Walker and George",9,3,Melissa Kim,Afternoon Shift,Repairs,3.411561879,1053.983595,10.19669916,4,2,Human Error
759,2,Washing Machine,Home Appliances,4/3/2023,911,Passed,93,818,4,"Yang, Walker and George",9,9,Natasha Thomas,Morning Shift,Repairs,none,1039.171669,3.899192145,0,3,Technical Issues
760,7,Industrial Cookers,Industrial Machinery,8/29/2023,924,Passed,500,424,2,"Moore, Hernandez and Munoz",4,9,Natasha Thomas,Morning Shift,Routine Maintenance,4.514503804,1155.084438,6.412301748,4,3,Human Error
761,5,Air Conditioners,Home Appliances,4/16/2023,337,Passed,315,22,10,Campbell-Wong,5,9,Natasha Thomas,Morning Shift,Repairs,2.180199133,1316.569986,5.617263589,5,1,Material Shortage
762,6,Microwave Ovens,Home Appliances,5/6/2023,941,Failed,294,647,6,"Hill, Thomas and Neal",4,4,Megan Allen,Night Shift,Repairs,1.491560227,946.0102533,5.468880267,1,4,Technical Issues
763,7,Industrial Cookers,Industrial Machinery,7/15/2023,564,In-Between,379,185,10,Campbell-Wong,8,5,David Floyd,Afternoon Shift,Routine Maintenance,4.62846152,1171.615528,11.04589685,4,2,Technical Issues
764,2,Washing Machine,Home Appliances,6/17/2023,517,In-Between,438,79,2,"Moore, Hernandez and Munoz",2,8,Sarah Lloyd,Afternoon Shift,Repairs,2.223213723,847.7767804,11.22960428,4,4,Technical Issues
765,7,Industrial Cookers,Industrial Machinery,9/22/2023,471,Passed,470,1,1,"Barnes, Butler and Russell",9,6,Taylor Davis,Morning Shift,Repairs,1.547931131,1224.593124,7.27622344,3,2,Material Shortage
766,2,Washing Machine,Home Appliances,8/1/2023,410,In-Between,409,1,9,Lawson-Herrera,8,2,Ashley Herring,Night Shift,Repairs,1.93026943,1003.117292,9.452973466,2,4,Technical Issues
767,3,Industrial Mixer,Industrial Machinery,9/23/2023,398,Passed,219,179,7,Ferguson Inc,8,8,Sarah Lloyd,Afternoon Shift,Repairs,none,881.5690731,11.39156002,0,1,Technical Issues
768,3,Industrial Mixer,Industrial Machinery,6/4/2023,821,Failed,416,405,3,Hartman-Banks,8,2,Ashley Herring,Night Shift,Routine Maintenance,2.844479493,1305.052631,8.581094149,5,5,Material Shortage
769,6,Microwave Ovens,Home Appliances,9/23/2023,182,Passed,181,1,1,"Barnes, Butler and Russell",1,4,Megan Allen,Night Shift,Repairs,2.450884212,1116.49049,10.00028336,4,3,Technical Issues
770,1,Refrigerator,Home Appliances,5/26/2023,880,Failed,55,825,5,Hawkins-Miller,4,5,David Floyd,Afternoon Shift,Repairs,3.943916237,1061.868222,10.40583834,5,5,Material Shortage
771,5,Air Conditioners,Home Appliances,6/29/2023,209,Passed,79,130,5,Hawkins-Miller,5,5,David Floyd,Afternoon Shift,Routine Maintenance,2.932799369,1244.994574,5.261301272,2,4,Human Error
772,3,Industrial Mixer,Industrial Machinery,7/1/2023,734,Passed,141,593,10,Campbell-Wong,1,4,Megan Allen,Night Shift,Repairs,2.690979075,1091.219611,5.570344863,5,2,Human Error
773,2,Washing Machine,Home Appliances,5/22/2023,834,Failed,324,510,9,Lawson-Herrera,1,10,Cheryl Nunez,Night Shift,Repairs,1.281270865,1124.9542,5.148200701,1,4,Material Shortage
774,1,Refrigerator,Home Appliances,7/17/2023,468,In-Between,217,251,5,Hawkins-Miller,8,4,Megan Allen,Night Shift,Routine Maintenance,4.848412227,1009.335076,9.649722296,3,3,Material Shortage
775,3,Industrial Mixer,Industrial Machinery,7/11/2023,383,Failed,382,1,3,Hartman-Banks,9,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,1305.152744,5.348319039,0,2,Technical Issues
776,4,Diesel Generator,Industrial Machinery,7/18/2023,365,Passed,364,1,4,"Yang, Walker and George",8,10,Cheryl Nunez,Night Shift,Routine Maintenance,1.896465977,1214.455141,6.589378983,2,1,Material Shortage
777,1,Refrigerator,Home Appliances,4/22/2023,845,Passed,124,721,3,Hartman-Banks,5,7,Victor Hernandez,Night Shift,Repairs,3.424186169,1233.146655,4.01761341,1,5,Material Shortage
778,2,Washing Machine,Home Appliances,4/30/2023,284,Failed,253,31,10,Campbell-Wong,3,10,Cheryl Nunez,Night Shift,Repairs,4.168101538,810.0366406,3.730851473,4,4,Human Error
779,2,Washing Machine,Home Appliances,8/2/2023,380,In-Between,379,1,6,"Hill, Thomas and Neal",2,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.774643313,933.1264396,10.03159432,4,3,Technical Issues
780,3,Industrial Mixer,Industrial Machinery,4/16/2023,709,Failed,395,314,4,"Yang, Walker and George",2,5,David Floyd,Afternoon Shift,Routine Maintenance,1.442357265,901.5044262,9.246958646,2,4,Human Error
781,4,Diesel Generator,Industrial Machinery,9/9/2023,960,Passed,297,663,4,"Yang, Walker and George",9,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.572909096,832.1054229,7.409769218,1,4,Material Shortage
782,7,Industrial Cookers,Industrial Machinery,9/21/2023,293,Failed,292,1,7,Ferguson Inc,7,6,Taylor Davis,Morning Shift,Routine Maintenance,none,990.2446947,7.055269345,0,4,Technical Issues
783,3,Industrial Mixer,Industrial Machinery,8/23/2023,995,Passed,425,570,5,Hawkins-Miller,8,5,David Floyd,Afternoon Shift,Repairs,none,885.3600459,3.000279636,0,4,Technical Issues
784,1,Refrigerator,Home Appliances,9/13/2023,780,Passed,95,685,8,"Adams, Murphy and Wilson",10,6,Taylor Davis,Morning Shift,Repairs,1.876392227,1055.218683,3.900652493,2,3,Technical Issues
785,7,Industrial Cookers,Industrial Machinery,8/28/2023,383,Passed,292,91,1,"Barnes, Butler and Russell",8,10,Cheryl Nunez,Night Shift,Repairs,4.618186611,977.7634821,6.278133679,2,1,Technical Issues
786,7,Industrial Cookers,Industrial Machinery,9/9/2023,278,Passed,277,1,7,Ferguson Inc,7,1,Amber Powell,Morning Shift,Repairs,4.810714413,1061.126965,8.619011573,1,1,Material Shortage
787,7,Industrial Cookers,Industrial Machinery,8/2/2023,665,Passed,143,522,1,"Barnes, Butler and Russell",7,5,David Floyd,Afternoon Shift,Routine Maintenance,3.496171404,864.3655985,6.588578595,5,5,Material Shortage
788,4,Diesel Generator,Industrial Machinery,4/2/2023,296,Failed,169,127,4,"Yang, Walker and George",4,4,Megan Allen,Night Shift,Routine Maintenance,1.6530061,1212.319313,3.293304924,5,5,Technical Issues
789,4,Diesel Generator,Industrial Machinery,8/11/2023,673,Failed,160,513,9,Lawson-Herrera,7,4,Megan Allen,Night Shift,Repairs,1.29488331,1159.829203,7.395368078,1,3,Human Error
790,5,Air Conditioners,Home Appliances,8/21/2023,167,In-Between,166,1,4,"Yang, Walker and George",8,1,Amber Powell,Morning Shift,Repairs,none,924.3004614,5.69356738,0,4,Technical Issues
791,2,Washing Machine,Home Appliances,9/6/2023,322,Passed,321,1,2,"Moore, Hernandez and Munoz",1,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.32231105,833.1310015,11.01532097,3,5,Technical Issues
792,2,Washing Machine,Home Appliances,4/28/2023,653,Passed,471,182,2,"Moore, Hernandez and Munoz",4,1,Amber Powell,Morning Shift,Routine Maintenance,none,867.5943256,10.38769439,0,4,Material Shortage
793,5,Air Conditioners,Home Appliances,7/2/2023,210,Passed,209,1,9,Lawson-Herrera,5,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.360786785,851.9288829,11.66402858,2,5,Human Error
794,6,Microwave Ovens,Home Appliances,6/12/2023,597,Passed,465,132,10,Campbell-Wong,3,10,Cheryl Nunez,Night Shift,Routine Maintenance,1.35982822,864.5712918,10.01553941,5,5,Material Shortage
795,7,Industrial Cookers,Industrial Machinery,7/21/2023,649,Passed,264,385,3,Hartman-Banks,6,8,Sarah Lloyd,Afternoon Shift,Repairs,1.538678111,1331.322819,8.966512909,4,5,Technical Issues
796,7,Industrial Cookers,Industrial Machinery,5/18/2023,794,Passed,87,707,10,Campbell-Wong,8,5,David Floyd,Afternoon Shift,Routine Maintenance,2.567666715,1007.201377,11.82215167,1,3,Technical Issues
797,2,Washing Machine,Home Appliances,5/6/2023,552,In-Between,105,447,3,Hartman-Banks,9,9,Natasha Thomas,Morning Shift,Routine Maintenance,4.764244039,1062.184699,3.809959485,1,4,Material Shortage
798,1,Refrigerator,Home Appliances,5/20/2023,563,In-Between,492,71,4,"Yang, Walker and George",9,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.661599609,1168.28109,8.32368708,2,1,Human Error
799,4,Diesel Generator,Industrial Machinery,9/11/2023,758,Passed,234,524,9,Lawson-Herrera,4,4,Megan Allen,Night Shift,Routine Maintenance,3.75414182,849.6188282,4.361985518,4,2,Human Error
800,6,Microwave Ovens,Home Appliances,8/28/2023,768,Passed,56,712,8,"Adams, Murphy and Wilson",2,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.756312996,1333.501036,3.7828377,1,1,Material Shortage
801,3,Industrial Mixer,Industrial Machinery,7/25/2023,613,Passed,277,336,3,Hartman-Banks,10,6,Taylor Davis,Morning Shift,Routine Maintenance,4.31096671,913.6973197,11.24163892,4,2,Technical Issues
802,4,Diesel Generator,Industrial Machinery,9/17/2023,353,Passed,256,97,1,"Barnes, Butler and Russell",7,5,David Floyd,Afternoon Shift,Routine Maintenance,2.381402282,1099.389592,10.72861807,4,4,Material Shortage
803,6,Microwave Ovens,Home Appliances,9/23/2023,318,In-Between,191,127,8,"Adams, Murphy and Wilson",2,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.690565006,842.9022061,8.844871328,2,4,Human Error
804,4,Diesel Generator,Industrial Machinery,7/12/2023,708,Passed,395,313,4,"Yang, Walker and George",5,6,Taylor Davis,Morning Shift,Repairs,1.092698095,1022.551043,9.485166823,4,1,Human Error
805,3,Industrial Mixer,Industrial Machinery,8/26/2023,694,Passed,315,379,7,Ferguson Inc,5,5,David Floyd,Afternoon Shift,Repairs,3.351412304,978.5721851,5.555629109,4,5,Technical Issues
806,2,Washing Machine,Home Appliances,8/27/2023,599,Passed,63,536,1,"Barnes, Butler and Russell",6,5,David Floyd,Afternoon Shift,Routine Maintenance,none,1317.027396,6.92896583,0,2,Material Shortage
807,5,Air Conditioners,Home Appliances,4/22/2023,598,Passed,160,438,4,"Yang, Walker and George",3,4,Megan Allen,Night Shift,Routine Maintenance,1.942466613,1160.15582,10.14618362,2,5,Human Error
808,7,Industrial Cookers,Industrial Machinery,8/17/2023,832,Failed,362,470,5,Hawkins-Miller,7,4,Megan Allen,Night Shift,Repairs,1.733840657,1301.342503,6.587642486,3,3,Material Shortage
809,2,Washing Machine,Home Appliances,9/20/2023,443,Passed,442,1,2,"Moore, Hernandez and Munoz",8,7,Victor Hernandez,Night Shift,Repairs,4.636990926,1256.10861,3.41031033,3,4,Material Shortage
810,7,Industrial Cookers,Industrial Machinery,5/22/2023,569,Passed,266,303,10,Campbell-Wong,5,1,Amber Powell,Morning Shift,Routine Maintenance,1.088857355,819.3590056,10.27032575,1,1,Material Shortage
811,7,Industrial Cookers,Industrial Machinery,7/15/2023,859,Passed,85,774,10,Campbell-Wong,4,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.499484251,1049.921849,10.46611731,4,4,Material Shortage
812,4,Diesel Generator,Industrial Machinery,4/23/2023,247,Passed,134,113,4,"Yang, Walker and George",3,1,Amber Powell,Morning Shift,Routine Maintenance,2.630334721,1229.957892,11.66419593,4,2,Human Error
813,6,Microwave Ovens,Home Appliances,4/24/2023,444,Failed,443,1,6,"Hill, Thomas and Neal",9,3,Melissa Kim,Afternoon Shift,Routine Maintenance,none,1228.93016,4.937263713,0,3,Human Error
814,4,Diesel Generator,Industrial Machinery,4/14/2023,568,Passed,257,311,10,Campbell-Wong,5,10,Cheryl Nunez,Night Shift,Repairs,1.462371814,916.6272351,5.031833199,5,4,Technical Issues
815,1,Refrigerator,Home Appliances,4/16/2023,362,Passed,299,63,3,Hartman-Banks,4,10,Cheryl Nunez,Night Shift,Repairs,none,1173.377515,6.885722298,0,3,Technical Issues
816,4,Diesel Generator,Industrial Machinery,9/14/2023,731,Passed,231,500,1,"Barnes, Butler and Russell",5,10,Cheryl Nunez,Night Shift,Repairs,3.924113578,1157.748169,4.800348951,3,2,Human Error
817,3,Industrial Mixer,Industrial Machinery,9/18/2023,551,Passed,346,205,5,Hawkins-Miller,6,2,Ashley Herring,Night Shift,Repairs,none,1333.384052,4.407408114,0,3,Human Error
818,5,Air Conditioners,Home Appliances,4/27/2023,380,Passed,149,231,4,"Yang, Walker and George",6,8,Sarah Lloyd,Afternoon Shift,Repairs,2.623718907,1236.537322,3.121374056,1,1,Human Error
819,7,Industrial Cookers,Industrial Machinery,9/7/2023,890,In-Between,498,392,8,"Adams, Murphy and Wilson",8,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.588270003,1294.56224,7.901152163,2,1,Technical Issues
820,1,Refrigerator,Home Appliances,8/23/2023,336,Passed,335,1,2,"Moore, Hernandez and Munoz",1,6,Taylor Davis,Morning Shift,Routine Maintenance,1.511424651,1275.204345,9.516138751,5,2,Human Error
821,5,Air Conditioners,Home Appliances,8/22/2023,635,Passed,212,423,4,"Yang, Walker and George",9,5,David Floyd,Afternoon Shift,Routine Maintenance,4.055077343,1117.317461,6.360177775,5,5,Technical Issues
822,7,Industrial Cookers,Industrial Machinery,9/18/2023,384,Passed,383,1,5,Hawkins-Miller,4,7,Victor Hernandez,Night Shift,Repairs,1.504471903,819.0612553,11.63257374,5,2,Technical Issues
823,2,Washing Machine,Home Appliances,6/27/2023,526,Passed,325,201,5,Hawkins-Miller,5,6,Taylor Davis,Morning Shift,Repairs,3.888454024,982.786947,6.234858279,5,1,Technical Issues
824,1,Refrigerator,Home Appliances,5/16/2023,276,Passed,251,25,10,Campbell-Wong,5,8,Sarah Lloyd,Afternoon Shift,Repairs,none,1254.980507,5.552857301,0,3,Technical Issues
825,3,Industrial Mixer,Industrial Machinery,6/1/2023,495,Failed,494,1,6,"Hill, Thomas and Neal",5,6,Taylor Davis,Morning Shift,Repairs,4.532091414,1036.716496,3.985158763,1,2,Technical Issues
826,3,Industrial Mixer,Industrial Machinery,8/21/2023,300,In-Between,299,1,9,Lawson-Herrera,1,5,David Floyd,Afternoon Shift,Routine Maintenance,2.802629183,1130.412034,6.581870467,1,4,Technical Issues
827,5,Air Conditioners,Home Appliances,8/20/2023,402,Failed,114,288,5,Hawkins-Miller,4,2,Ashley Herring,Night Shift,Repairs,1.697625207,1138.364678,7.460147207,2,5,Technical Issues
828,3,Industrial Mixer,Industrial Machinery,7/26/2023,472,Passed,325,147,4,"Yang, Walker and George",7,6,Taylor Davis,Morning Shift,Repairs,2.212023311,1107.382111,6.548703728,4,3,Human Error
829,4,Diesel Generator,Industrial Machinery,6/8/2023,971,Failed,182,789,5,Hawkins-Miller,10,8,Sarah Lloyd,Afternoon Shift,Repairs,1.865202746,1332.794201,10.87907397,1,4,Technical Issues
830,5,Air Conditioners,Home Appliances,4/7/2023,578,Failed,378,200,8,"Adams, Murphy and Wilson",3,1,Amber Powell,Morning Shift,Repairs,1.884512433,1076.23706,11.9874197,4,2,Technical Issues
831,3,Industrial Mixer,Industrial Machinery,7/4/2023,560,In-Between,155,405,2,"Moore, Hernandez and Munoz",8,2,Ashley Herring,Night Shift,Repairs,4.568674542,886.667325,10.42282882,1,1,Material Shortage
832,2,Washing Machine,Home Appliances,7/13/2023,493,In-Between,329,164,8,"Adams, Murphy and Wilson",4,1,Amber Powell,Morning Shift,Routine Maintenance,2.026470951,1226.552707,10.76557424,2,1,Human Error
833,6,Microwave Ovens,Home Appliances,6/29/2023,339,Passed,73,266,1,"Barnes, Butler and Russell",1,7,Victor Hernandez,Night Shift,Routine Maintenance,2.958360378,1052.895507,4.538375331,3,3,Human Error
834,1,Refrigerator,Home Appliances,7/10/2023,785,Passed,359,426,5,Hawkins-Miller,5,6,Taylor Davis,Morning Shift,Routine Maintenance,3.15631265,1111.931906,11.83226408,5,1,Material Shortage
835,1,Refrigerator,Home Appliances,9/7/2023,880,Passed,169,711,6,"Hill, Thomas and Neal",9,1,Amber Powell,Morning Shift,Routine Maintenance,1.931594702,1145.063499,3.48321411,5,5,Material Shortage
836,1,Refrigerator,Home Appliances,4/3/2023,420,Passed,179,241,3,Hartman-Banks,2,5,David Floyd,Afternoon Shift,Repairs,1.84454319,822.633561,7.366851825,4,2,Material Shortage
837,5,Air Conditioners,Home Appliances,6/18/2023,647,Passed,459,188,4,"Yang, Walker and George",1,3,Melissa Kim,Afternoon Shift,Repairs,1.461780695,1348.564603,11.2171483,3,3,Technical Issues
838,3,Industrial Mixer,Industrial Machinery,9/15/2023,432,Passed,178,254,4,"Yang, Walker and George",2,9,Natasha Thomas,Morning Shift,Repairs,3.614003452,1333.346766,7.486612045,2,4,Human Error
839,6,Microwave Ovens,Home Appliances,5/11/2023,791,In-Between,256,535,9,Lawson-Herrera,4,8,Sarah Lloyd,Afternoon Shift,Repairs,1.037873254,890.4567155,8.299125546,5,5,Technical Issues
840,1,Refrigerator,Home Appliances,9/23/2023,458,Passed,457,1,3,Hartman-Banks,1,7,Victor Hernandez,Night Shift,Repairs,1.085302786,1202.07073,7.183038114,1,5,Material Shortage
841,7,Industrial Cookers,Industrial Machinery,4/6/2023,874,Passed,439,435,4,"Yang, Walker and George",6,9,Natasha Thomas,Morning Shift,Repairs,2.893526332,1246.771722,8.493516722,2,5,Material Shortage
842,3,Industrial Mixer,Industrial Machinery,8/13/2023,607,Passed,139,468,5,Hawkins-Miller,10,3,Melissa Kim,Afternoon Shift,Repairs,4.746335767,1330.533251,10.45876832,5,4,Material Shortage
843,3,Industrial Mixer,Industrial Machinery,5/21/2023,721,Passed,332,389,8,"Adams, Murphy and Wilson",1,5,David Floyd,Afternoon Shift,Repairs,2.557022095,887.2713167,6.742127511,1,4,Technical Issues
844,7,Industrial Cookers,Industrial Machinery,8/12/2023,618,Passed,208,410,10,Campbell-Wong,3,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.549491892,1110.746898,6.434084551,5,3,Material Shortage
845,2,Washing Machine,Home Appliances,5/15/2023,453,Passed,452,1,7,Ferguson Inc,7,6,Taylor Davis,Morning Shift,Routine Maintenance,none,1149.377575,6.546745164,0,4,Human Error
846,6,Microwave Ovens,Home Appliances,4/26/2023,202,Passed,201,1,3,Hartman-Banks,8,6,Taylor Davis,Morning Shift,Repairs,3.571771325,1206.656575,6.452683428,1,5,Human Error
847,3,Industrial Mixer,Industrial Machinery,8/20/2023,320,Failed,86,234,5,Hawkins-Miller,6,5,David Floyd,Afternoon Shift,Repairs,2.174482542,1097.401637,10.11530796,3,5,Human Error
848,6,Microwave Ovens,Home Appliances,5/16/2023,444,Passed,443,1,4,"Yang, Walker and George",7,6,Taylor Davis,Morning Shift,Repairs,2.462385208,945.8248387,7.329589254,1,4,Material Shortage
849,3,Industrial Mixer,Industrial Machinery,9/16/2023,327,Passed,276,51,10,Campbell-Wong,10,9,Natasha Thomas,Morning Shift,Repairs,none,1142.513737,4.916034436,0,1,Material Shortage
850,2,Washing Machine,Home Appliances,4/11/2023,303,Passed,302,1,2,"Moore, Hernandez and Munoz",2,5,David Floyd,Afternoon Shift,Routine Maintenance,3.815170451,1163.048051,10.62222269,4,2,Material Shortage
851,5,Air Conditioners,Home Appliances,8/14/2023,927,Failed,174,753,10,Campbell-Wong,3,10,Cheryl Nunez,Night Shift,Repairs,4.761968664,1152.029481,3.972564533,4,2,Technical Issues
852,6,Microwave Ovens,Home Appliances,9/21/2023,505,Passed,371,134,10,Campbell-Wong,6,7,Victor Hernandez,Night Shift,Repairs,3.853659358,1134.150301,8.562003424,5,3,Technical Issues
853,4,Diesel Generator,Industrial Machinery,8/6/2023,300,Passed,219,81,8,"Adams, Murphy and Wilson",6,6,Taylor Davis,Morning Shift,Repairs,4.652735933,1037.160087,4.538188256,3,5,Human Error
854,5,Air Conditioners,Home Appliances,5/26/2023,970,Failed,474,496,8,"Adams, Murphy and Wilson",9,6,Taylor Davis,Morning Shift,Routine Maintenance,1.291332372,1296.271709,5.878409083,4,2,Technical Issues
855,2,Washing Machine,Home Appliances,4/21/2023,803,Passed,235,568,8,"Adams, Murphy and Wilson",1,9,Natasha Thomas,Morning Shift,Repairs,2.109601485,1097.585059,11.41178583,4,4,Material Shortage
856,2,Washing Machine,Home Appliances,4/9/2023,450,Passed,410,40,6,"Hill, Thomas and Neal",1,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,925.947141,9.428718106,0,3,Human Error
857,4,Diesel Generator,Industrial Machinery,4/9/2023,822,Passed,488,334,7,Ferguson Inc,1,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.931063169,1290.048763,4.831489064,5,2,Technical Issues
858,5,Air Conditioners,Home Appliances,4/28/2023,836,Passed,500,336,10,Campbell-Wong,8,5,David Floyd,Afternoon Shift,Repairs,2.862030448,979.9634546,5.867823355,5,1,Technical Issues
859,4,Diesel Generator,Industrial Machinery,6/2/2023,993,Failed,178,815,1,"Barnes, Butler and Russell",3,1,Amber Powell,Morning Shift,Routine Maintenance,2.785402553,803.9835193,5.824282338,2,1,Material Shortage
860,4,Diesel Generator,Industrial Machinery,5/25/2023,426,Passed,101,325,5,Hawkins-Miller,1,5,David Floyd,Afternoon Shift,Routine Maintenance,3.668315497,1308.000714,11.62868677,2,3,Technical Issues
861,1,Refrigerator,Home Appliances,5/1/2023,427,Passed,180,247,10,Campbell-Wong,7,4,Megan Allen,Night Shift,Routine Maintenance,3.891447922,1274.357432,10.69082368,3,3,Technical Issues
862,7,Industrial Cookers,Industrial Machinery,5/20/2023,423,Failed,230,193,4,"Yang, Walker and George",8,5,David Floyd,Afternoon Shift,Repairs,3.246909475,1074.121153,6.83366645,4,4,Material Shortage
863,2,Washing Machine,Home Appliances,4/14/2023,601,Passed,151,450,4,"Yang, Walker and George",7,2,Ashley Herring,Night Shift,Routine Maintenance,1.096814869,1307.609494,10.55380435,3,1,Material Shortage
864,2,Washing Machine,Home Appliances,9/8/2023,725,Failed,141,584,5,Hawkins-Miller,8,1,Amber Powell,Morning Shift,Repairs,3.225150546,1327.173014,9.589701668,4,2,Technical Issues
865,3,Industrial Mixer,Industrial Machinery,7/6/2023,362,Passed,175,187,5,Hawkins-Miller,2,6,Taylor Davis,Morning Shift,Repairs,3.297518019,1073.968082,8.267435478,1,5,Human Error
866,1,Refrigerator,Home Appliances,7/31/2023,534,Failed,283,251,5,Hawkins-Miller,10,8,Sarah Lloyd,Afternoon Shift,Repairs,1.822596261,1002.674775,6.385289467,5,3,Material Shortage
867,6,Microwave Ovens,Home Appliances,7/1/2023,737,Passed,424,313,4,"Yang, Walker and George",4,8,Sarah Lloyd,Afternoon Shift,Repairs,4.911254793,1088.219193,9.529411412,5,5,Technical Issues
868,6,Microwave Ovens,Home Appliances,4/11/2023,496,Passed,309,187,2,"Moore, Hernandez and Munoz",1,1,Amber Powell,Morning Shift,Repairs,1.545102774,941.6451537,4.369013252,1,3,Material Shortage
869,1,Refrigerator,Home Appliances,4/10/2023,186,Passed,115,71,9,Lawson-Herrera,2,5,David Floyd,Afternoon Shift,Repairs,2.962503302,953.3312418,7.421802825,2,2,Technical Issues
870,2,Washing Machine,Home Appliances,9/3/2023,485,In-Between,484,1,9,Lawson-Herrera,9,10,Cheryl Nunez,Night Shift,Repairs,1.375317535,1343.017322,10.29461026,3,1,Material Shortage
871,1,Refrigerator,Home Appliances,5/10/2023,728,In-Between,217,511,10,Campbell-Wong,8,1,Amber Powell,Morning Shift,Routine Maintenance,1.063532962,899.3608029,7.290673132,5,1,Human Error
872,2,Washing Machine,Home Appliances,4/15/2023,811,In-Between,142,669,1,"Barnes, Butler and Russell",9,2,Ashley Herring,Night Shift,Repairs,2.182070095,875.8811737,6.271570586,3,5,Technical Issues
873,2,Washing Machine,Home Appliances,8/25/2023,604,Passed,472,132,3,Hartman-Banks,6,1,Amber Powell,Morning Shift,Repairs,1.345526579,1096.180832,4.345420387,3,4,Material Shortage
874,4,Diesel Generator,Industrial Machinery,4/6/2023,954,Passed,202,752,3,Hartman-Banks,5,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,1040.685075,10.70310386,0,5,Human Error
875,1,Refrigerator,Home Appliances,5/4/2023,937,Passed,305,632,1,"Barnes, Butler and Russell",10,2,Ashley Herring,Night Shift,Routine Maintenance,none,1032.694903,4.084520924,0,5,Human Error
876,1,Refrigerator,Home Appliances,7/15/2023,182,In-Between,181,1,1,"Barnes, Butler and Russell",9,6,Taylor Davis,Morning Shift,Routine Maintenance,3.687562638,1304.246364,6.065381544,3,5,Human Error
877,4,Diesel Generator,Industrial Machinery,6/4/2023,510,Passed,314,196,6,"Hill, Thomas and Neal",3,9,Natasha Thomas,Morning Shift,Routine Maintenance,1.02505745,1311.947179,9.121053453,3,1,Material Shortage
878,7,Industrial Cookers,Industrial Machinery,4/29/2023,530,Passed,125,405,10,Campbell-Wong,6,8,Sarah Lloyd,Afternoon Shift,Repairs,3.519764391,1157.898493,8.401243201,3,5,Material Shortage
879,4,Diesel Generator,Industrial Machinery,8/22/2023,275,Passed,274,1,9,Lawson-Herrera,8,7,Victor Hernandez,Night Shift,Routine Maintenance,none,1339.259387,3.939788348,0,5,Material Shortage
880,7,Industrial Cookers,Industrial Machinery,5/7/2023,857,Passed,103,754,2,"Moore, Hernandez and Munoz",9,7,Victor Hernandez,Night Shift,Routine Maintenance,1.37777316,1348.773284,9.993167499,2,1,Human Error
881,7,Industrial Cookers,Industrial Machinery,9/29/2023,623,Failed,409,214,4,"Yang, Walker and George",4,8,Sarah Lloyd,Afternoon Shift,Repairs,3.659371245,1134.983234,7.61701394,4,2,Technical Issues
882,4,Diesel Generator,Industrial Machinery,6/27/2023,374,Passed,220,154,3,Hartman-Banks,9,2,Ashley Herring,Night Shift,Routine Maintenance,4.789368549,876.6882246,10.78202839,1,4,Material Shortage
883,1,Refrigerator,Home Appliances,4/13/2023,679,In-Between,384,295,6,"Hill, Thomas and Neal",6,4,Megan Allen,Night Shift,Routine Maintenance,1.232141489,1189.429198,10.42574581,4,2,Technical Issues
884,7,Industrial Cookers,Industrial Machinery,4/19/2023,274,Passed,230,44,6,"Hill, Thomas and Neal",7,3,Melissa Kim,Afternoon Shift,Repairs,2.508100613,831.7421879,11.88872066,3,5,Material Shortage
885,6,Microwave Ovens,Home Appliances,8/10/2023,178,In-Between,130,48,8,"Adams, Murphy and Wilson",7,9,Natasha Thomas,Morning Shift,Repairs,3.339135372,1106.436972,5.598784739,5,2,Material Shortage
886,1,Refrigerator,Home Appliances,6/23/2023,627,Passed,115,512,2,"Moore, Hernandez and Munoz",2,5,David Floyd,Afternoon Shift,Repairs,1.062575148,976.61758,10.53435924,5,3,Human Error
887,7,Industrial Cookers,Industrial Machinery,9/24/2023,736,In-Between,173,563,10,Campbell-Wong,7,7,Victor Hernandez,Night Shift,Repairs,4.069062383,1344.007537,11.28666405,2,5,Material Shortage
888,1,Refrigerator,Home Appliances,4/26/2023,374,Failed,280,94,10,Campbell-Wong,5,6,Taylor Davis,Morning Shift,Routine Maintenance,4.661674379,1149.461228,6.404988159,3,1,Technical Issues
889,4,Diesel Generator,Industrial Machinery,5/21/2023,508,Passed,466,42,3,Hartman-Banks,2,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,none,1346.443634,9.1180705,0,4,Human Error
