Loan ID,Borrower ID,Borrower Name,Gender,Borrower Age,Marital Status,Borrower Address,Borrower Email,Borrower Phone Number,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Credit Score,Income,Employment Status,Loan Origination Date,Loan Paid Date
596,2351,Zachary Thompson,Female,47,Married,"1134 Katherine Lock Apt. 967
Jonathanborough, VA 82122",zachary.thompson@yapi.com,(671)747-0169x49768,22140.73,Personal Loan,9.44,1 years,Paid Off,687,48561,Self-Employed,8/17/2020,2/17/2022 0:00
1148,3815,Jim Weaver,Female,53,Married,"745 Matthew Underpass
Port Jennifer, GU 05873",jim.weaver@yapi.com,001-655-846-9397x224,4134.39,Personal Loan,9.73,4 years,Paid Off,845,67765,Employed,1/26/2019,2/26/2023 0:00
1398,3873,Krista Keller,Male,39,Married,"823 Graham Villages
Contrerasmouth, ME 21118",krista.keller@yapi.com,-4260,22479.23,Mortgage,3.82,4 years,Paid Off,648,44036,Employed,12/26/2020,9/26/2025 0:00
913,2048,Robert Brown,Male,33,Not Married,"570 Patrick Parkway Suite 143
Wilkinsfurt, ID 08899",robert.brown@yapi.com,963-817-2922,2002.19,Mortgage,3.62,3 years,In Arrears,310,9087,Unemployed,7/23/2020, 
472,1882,Diana Johnson,Female,42,Not Married,"363 Mackenzie Keys
East Cherylton, OK 94906",diana.johnson@yapi.com,+1-960-361-9501x0848,27083.27,Personal Loan,2.14,3 years,Paid Off,817,55354,Employed,3/1/2021,10/1/2024 0:00
125,2997,Joan Barber,Male,41,Married,"91671 Li Point Suite 812
Arnoldtown, WI 14054",joan.barber@yapi.com,001-544-833-7364x35044,35423.31,Personal Loan,9.6,3 years,Paid Off,633,64281,Self-Employed,6/19/2019,11/19/2022 0:00
450,2396,Wesley Campbell,Male,32,Married,"38885 Joseph Radial Apt. 160
Howardton, CT 46903",wesley.campbell@yapi.com,437.691.2787x802,5861.8,Commercial Loan,7.5,4 years,Defaulted,376,13930,Unemployed,5/21/2019, 
892,3025,Douglas Simpson,Male,39,Not Married,"356 William Flat
Adrianfort, FM 14197",douglas.simpson@yapi.com,341-729-0220x357,17471.3,Auto Loan,9.98,1 years,Paid Off,752,43151,Employed,3/16/2020,1/16/2022 0:00
1402,2503,Donald Mitchell,Female,38,Married,"8700 Bond Vista Suite 387
South Joshua, IA 36528",donald.mitchell@yapi.com,001-677-304-5609x522,24364.17,Personal Loan,3.9,4 years,In Arrears,801,30551,Employed,1/29/2020, 
159,1645,Mary Ho,Male,39,Not Married,"4721 Smith Mountains Apt. 266
Burnsland, AS 83663",mary.ho@yapi.com,429.826.9869x8135,17359.66,Auto Loan,4.73,1 years,Paid Off,670,31957,Employed,6/17/2019,7/17/2020 0:00
392,3257,Ryan Hutchinson,Male,30,Not Married,"USCGC Nelson
FPO AP 67815",ryan.hutchinson@yapi.com,(462)311-7620,14834.54,Auto Loan,3.66,3 years,Defaulted,777,39985,Employed,12/10/2018, 
1176,1812,Mindy Lewis,Female,47,Married,"910 Diaz Stravenue Suite 452
Port Ricardoberg, PW 83587",mindy.lewis@yapi.com,778-704-1817,65896.97,Auto Loan,8.78,3 years,Paid Off,715,72264,Employed,10/26/2019,5/26/2023 0:00
467,3579,Erin Little,Male,45,Married,"PSC 2096, Box 2019
APO AP 45762",erin.little@yapi.com,290.498.3907,25686.89,Commercial Loan,3.98,4 years,Paid Off,813,45983,Employed,8/24/2019,12/24/2023 0:00
1238,1933,James Petersen,Male,29,Married,"9039 Nathan Camp Suite 659
Morganborough, RI 15225",james.petersen@yapi.com,001-977-947-1434x691,31303.43,Mortgage,6.58,2 years,Paid Off,758,58491,Employed,7/25/2021,8/25/2023 0:00
1282,3065,Maria Lopez,Female,35,Married,"70906 Scott Drive
Lake Alice, HI 38949",maria.lopez@yapi.com,563-717-9316x69224,42353.15,Personal Loan,4.54,2 years,Paid Off,675,48462,Employed,1/29/2021,8/29/2023 0:00
808,2655,Ricky Jackson,Male,28,Not Married,"6095 Sarah Summit
Lake Jacobburgh, SC 13518",ricky.jackson@yapi.com,001-553-210-6862,51378.89,Personal Loan,4,4 years,Paid Off,778,68116,Self-Employed,8/31/2021,4/30/2026 0:00
1453,3774,Martha Cruz,Female,52,Not Married,"33107 David Drive
Sparksmouth, HI 61093",martha.cruz@yapi.com,001-568-981-2515x85445,17809.58,Auto Loan,6.64,4 years,Defaulted,845,25365,Employed,1/25/2021, 
210,3859,Maria Russell,Male,39,Married,"8154 Williams Hollow
Danielsside, KS 94279",maria.russell@yapi.com,001-882-353-4868x010,9741.56,Auto Loan,7.51,2 years,Paid Off,751,74660,Employed,5/11/2021,9/11/2023 0:00
192,3408,Michael Evans,Male,43,Not Married,"139 Gutierrez Square Apt. 013
Smithfurt, VT 38078",michael.evans@yapi.com,710-359-8154x7069,51472.36,Auto Loan,9.12,3 years,Paid Off,724,71359,Employed,9/10/2020,8/10/2024 0:00
529,2600,Leah Garcia,Male,40,Not Married,"Unit 7042 Box 0793
DPO AP 78259",leah.garcia@yapi.com,394-515-6164,53021.38,Mortgage,7.26,1 years,In Arrears,653,79385,Employed,4/25/2021, 
477,2757,William Garcia,Male,28,Not Married,"99216 Mann Locks Apt. 925
Port Thomas, GA 79990",william.garcia@yapi.com,(931)729-5599x6456,10639.72,Commercial Loan,6.46,3 years,Defaulted,643,47619,Employed,11/6/2019, 
423,3326,Nathan Rodriguez,Male,32,Not Married,"7750 Zachary Parkway Apt. 503
Romerofort, AZ 65139",nathan.rodriguez@yapi.com,001-836-562-7585x8673,27415.66,Mortgage,7.94,3 years,In Arrears,715,37443,Employed,5/18/2019, 
816,3320,Kathleen Wallace,Male,38,Married,"94949 Peterson Fort
Dakotaville, KS 40330",kathleen.wallace@yapi.com,354-528-4755x3318,15970.55,Mortgage,3.47,1 years,Paid Off,647,29803,Employed,1/22/2021,7/22/2022 0:00
954,3201,Crystal Horne,Female,29,Married,"739 Robinson Underpass
North Devonland, DC 46473",crystal.horne@yapi.com,(213)760-8548,11964.65,Commercial Loan,4.13,4 years,Paid Off,432,18437,Unemployed,3/11/2020,1/11/2025 0:00
248,3687,Lauren Todd,Female,44,Married,"881 Davis Crescent Apt. 316
North Kelly, AL 30689",lauren.todd@yapi.com,368-971-2603x2402,9084.74,Commercial Loan,5.36,3 years,Defaulted,563,13224,Unemployed,2/26/2021, 
1058,3517,Karen Baker,Female,41,Not Married,"8434 Cody Villages
Cruztown, KS 62962",karen.baker@yapi.com,-7020,13990.36,Mortgage,8.6,2 years,Paid Off,752,38711,Self-Employed,5/8/2021,1/8/2024 0:00
1299,2334,Christina Dawson,Male,42,Married,"0047 Cassandra Keys Suite 128
New Dylan, NY 79165",christina.dawson@yapi.com,458.334.0779x0335,26123.11,Personal Loan,6.59,3 years,Defaulted,713,53613,Employed,11/3/2019, 
65,2009,Jasmine Craig,Male,48,Married,"1878 Anthony Point
West Clarence, MN 01936",jasmine.craig@yapi.com,+1-380-202-7821x63075,2325.26,Personal Loan,9.11,3 years,In Arrears,724,30191,Employed,11/13/2020, 
989,2784,Dr. Daniel Whitaker MD,Male,55,Not Married,"39859 Reed Ways Apt. 483
South Jennifermouth, TX 42689",dr..daniel.whitaker.md@yapi.com,+1-817-896-0059x6762,5085.12,Commercial Loan,4.54,4 years,Paid Off,631,26402,Self-Employed,7/31/2019,8/31/2023 0:00
971,3759,Jade West,Female,32,Married,"4193 Dawson Mill
Melissafort, TX 97760",jade.west@yapi.com,(831)697-2213x27742,68027.76,Commercial Loan,6.55,1 years,Paid Off,618,71532,Employed,5/17/2020,7/17/2021 0:00
719,3147,Ashley Diaz,Female,33,Not Married,"1808 David Summit Suite 783
Colemanmouth, KS 19841",ashley.diaz@yapi.com,539.934.0451x6056,5439.59,Mortgage,2,2 years,Defaulted,525,11035,Unemployed,6/26/2021, 
416,3642,Jamie Allen,Male,31,Not Married,"637 Scott Alley
Hamptonchester, TN 46039",jamie.allen@yapi.com,(759)600-6480,43391.78,Personal Loan,2.74,4 years,Defaulted,655,74484,Employed,5/1/2020, 
882,3200,Joshua Peters,Male,46,Not Married,"69348 Lewis Flat
West Zachary, WI 91383",joshua.peters@yapi.com,944-810-5444,49495.66,Commercial Loan,4.53,2 years,Paid Off,760,62615,Employed,5/23/2020,2/23/2023 0:00
1180,1892,Bryan Torres MD,Male,41,Married,"96795 Davis Locks Apt. 483
Leefurt, MS 78856",bryan.torres.md@yapi.com,(273)940-5263x56488,14013.1,Commercial Loan,9.53,4 years,Paid Off,658,51699,Self-Employed,4/3/2020,6/3/2024 0:00
495,1959,Sandra Gillespie,Male,31,Married,"80007 Adams Islands Suite 161
New Wesley, OH 22711",sandra.gillespie@yapi.com,549-948-5201x393,9853.11,Mortgage,5.75,1 years,Paid Off,619,38677,Employed,3/26/2021,12/26/2022 0:00
1185,1666,Raymond Campbell,Female,50,Not Married,"93072 Lori Drive Suite 874
Carterview, MH 91602",raymond.campbell@yapi.com,940-642-6801x857,3782.53,Auto Loan,2.35,1 years,In Arrears,733,74360,Employed,10/3/2020, 
171,3989,Hector West,Male,45,Married,"631 Tapia Point
Matthewtown, KY 19853",hector.west@yapi.com,589.510.6245x4964,13154.96,Personal Loan,5.18,3 years,Paid Off,746,26484,Employed,12/7/2018,3/7/2022 0:00
1433,1834,Christopher Tate,Male,47,Married,"USS Jones
FPO AP 47982",christopher.tate@yapi.com,001-515-690-9297,7342.82,Commercial Loan,9.56,1 years,Paid Off,549,10258,Unemployed,4/13/2020,12/13/2021 0:00
1048,2601,Matthew Johnson,Female,39,Married,"057 Daniel Crescent
East Mackenzieside, VI 21993",matthew.johnson@yapi.com,001-738-741-1789,16990.78,Auto Loan,2.78,4 years,Paid Off,813,34167,Employed,8/1/2019,10/1/2023 0:00
1164,3528,Sheila Scott,Female,52,Married,"43110 Justin Avenue
East Marthafort, IN 21712",sheila.scott@yapi.com,+1-396-387-9309x439,33527.04,Personal Loan,8.52,1 years,Paid Off,792,77487,Self-Employed,7/29/2021,12/29/2022 0:00
1043,3778,Gloria Sanders,Female,38,Not Married,"9714 Dawn Rapid
Andersonton, NH 61277",gloria.sanders@yapi.com,001-503-901-5436x2430,5211.43,Mortgage,8.38,4 years,In Arrears,843,61170,Employed,9/19/2021, 
343,3490,Antonio Jones,Male,39,Not Married,"4398 William Islands Suite 882
Lake Samuelborough, GA 88619",antonio.jones@yapi.com,295-216-7814,14114.52,Personal Loan,5.59,1 years,Paid Off,649,27783,Employed,7/28/2020,12/28/2021 0:00
238,2136,Jeremy Johnson,Male,36,Not Married,"094 Rowland Cove Suite 412
Rowechester, VT 09000",jeremy.johnson@yapi.com,466.775.8966x49565,54862.72,Personal Loan,9.74,2 years,Paid Off,627,56480,Self-Employed,10/12/2020,11/12/2022 0:00
645,2560,Michelle Evans,Male,38,Married,"34806 Robert Courts
East Juliaton, OK 42327",michelle.evans@yapi.com,001-489-746-8087x93435,5267.71,Auto Loan,7.49,4 years,In Arrears,598,10433,Unemployed,9/21/2020, 
979,2878,Daniel Perez,Female,42,Married,"583 Flores Dale Apt. 941
Melissaburgh, NE 71962",daniel.perez@yapi.com,427.363.9388x7903,22102.98,Auto Loan,2.16,2 years,Defaulted,701,62398,Employed,12/18/2020, 
231,3076,Susan Ward,Male,55,Married,"444 Reed Hollow
Allenmouth, UT 52976",susan.ward@yapi.com,+1-379-869-0881x22929,4014.73,Personal Loan,7.46,2 years,Paid Off,751,55224,Employed,10/20/2018,6/20/2021 0:00
866,3900,John Hughes,Male,39,Not Married,"1431 Brittany Extension Apt. 608
Port Davidhaven, LA 27359",john.hughes@yapi.com,001-902-651-7740x649,15203.03,Personal Loan,6.91,4 years,In Arrears,768,51088,Employed,7/14/2019, 
829,2687,Daniel Lewis,Female,47,Not Married,"27133 Lori Pass
New Kara, AR 16956",daniel.lewis@yapi.com,001-465-684-6496x31841,1570.26,Auto Loan,4.16,1 years,In Arrears,794,51611,Employed,10/5/2018, 
1086,1869,Barbara Beck,Male,46,Married,"391 Sierra Ways Suite 911
Michaelfort, KS 66932",barbara.beck@yapi.com,001-370-778-4961x666,31639.59,Auto Loan,3.47,2 years,Paid Off,636,32358,Employed,3/8/2021,12/8/2023 0:00
248,2542,Patricia Rodriguez,Male,36,Not Married,"83444 Mark Fields Apt. 477
South Jennafurt, HI 21436",patricia.rodriguez@yapi.com,728.271.3337x2257,15906.89,Auto Loan,8.9,2 years,Paid Off,768,75816,Employed,1/25/2020,9/25/2022 0:00
1134,2159,Roy Rosales,Male,47,Married,"29940 Paul Trail Apt. 335
Port Miguel, AK 95957",roy.rosales@yapi.com,(807)369-6874x036,2211.22,Mortgage,5.74,3 years,Paid Off,363,8238,Unemployed,9/13/2019,12/13/2022 0:00
1098,3767,Jaime Banks,Male,38,Not Married,"736 Wood Corner
Brendastad, UT 63285",jaime.banks@yapi.com,(203)859-5912x966,44001.95,Commercial Loan,6.63,2 years,In Arrears,613,56752,Employed,7/17/2020, 
600,1719,Barbara Hernandez,Female,33,Married,"907 Alexander Prairie Suite 930
West Timothyview, CA 58406",barbara.hernandez@yapi.com,+1-343-785-0475x78961,1717.91,Personal Loan,7.83,4 years,Paid Off,664,78965,Employed,5/27/2020,6/27/2024 0:00
155,3158,Mitchell Shaffer,Male,32,Married,"93005 Kimberly Mountain
Lake Mariachester, AZ 08560",mitchell.shaffer@yapi.com,001-831-634-9581x55404,58981.72,Mortgage,8.42,2 years,In Arrears,829,72319,Employed,1/15/2020, 
475,3712,Tanya Wise,Female,53,Married,"690 Emily Mission
New Michelletown, DC 09495",tanya.wise@yapi.com,8957743591,52441.16,Commercial Loan,2.29,1 years,In Arrears,624,55374,Employed,5/10/2021, 
1099,2616,Darren Smith,Female,37,Married,"872 Murphy Freeway Suite 916
New Timothyville, CA 60781",darren.smith@yapi.com,(842)491-3912,8321.03,Auto Loan,7.83,3 years,Paid Off,737,41188,Employed,4/2/2019,1/2/2023 0:00
180,2593,Ashley Parker,Male,34,Married,"244 Harvey Dam Apt. 878
Cooperfort, FM 89271",ashley.parker@yapi.com,+1-501-321-5358x4984,4774.88,Commercial Loan,9.35,3 years,Paid Off,319,13545,Unemployed,2/20/2021,10/20/2024 0:00
1273,1644,Joshua Robinson,Male,51,Not Married,"8812 Diaz Mills Suite 262
South Chelsea, IN 21840",joshua.robinson@yapi.com,4133011249,40375.88,Commercial Loan,6.93,1 years,Paid Off,707,71858,Employed,6/28/2019,9/28/2020 0:00
508,2946,Timothy Carter,Male,28,Married,"584 Miller Valleys Suite 983
Lake Julia, NM 23034",timothy.carter@yapi.com,637.864.1704,18006.44,Mortgage,5.55,1 years,Paid Off,437,18810,Unemployed,8/22/2021,4/22/2023 0:00
760,2808,Gregory Jones,Male,53,Not Married,"217 Steven Harbor
East Rachelfurt, PW 95170",gregory.jones@yapi.com,+1-443-978-6769x93953,34717.35,Auto Loan,4.55,4 years,Paid Off,809,38243,Employed,6/7/2020,11/7/2024 0:00
1308,3309,Craig Wagner,Male,40,Not Married,"9441 Michael Roads Apt. 987
Andreachester, KY 89135",craig.wagner@yapi.com,001-954-464-9132x18529,71888.23,Commercial Loan,3.08,2 years,Paid Off,688,73304,Employed,4/26/2021,1/26/2024 0:00
118,2850,Robert Ho,Female,28,Married,"344 Smith Pine Suite 633
Port Ronald, PW 25328",robert.ho@yapi.com,805-781-8499x024,74635.79,Auto Loan,5.38,5 years,Paid Off,642,79988,Self-Employed,10/21/2020,10/21/2025 0:00
623,3823,Steven Everett,Male,40,Married,"8286 Angela Ferry Suite 505
Leonardhaven, WI 76569",steven.everett@yapi.com,290-983-5868x6257,11956.57,Personal Loan,5.52,2 years,Paid Off,601,46555,Employed,11/19/2018,5/19/2021 0:00
1252,2323,Daniel King,Male,44,Married,"0978 Melanie Stream
Melissaview, MI 65956",daniel.king@yapi.com,301.818.9624,22317.43,Mortgage,7.33,1 years,In Arrears,737,53183,Employed,5/9/2020, 
92,3169,Hunter Franklin,Male,43,Not Married,"4663 Hurley Alley Suite 005
Pottermouth, OR 60459",hunter.franklin@yapi.com,777-924-5021x31231,27377.92,Personal Loan,8.71,4 years,In Arrears,731,31031,Employed,10/16/2018, 
1367,3634,Annette Stone,Female,32,Not Married,"PSC 5930, Box 8046
APO AA 06413",annette.stone@yapi.com,001-358-832-6406x65520,6290.74,Auto Loan,2.1,1 years,Paid Off,308,16938,Unemployed,7/20/2020,1/20/2022 0:00
35,3822,Stephanie Wallace,Male,36,Married,"73474 Bryan Shores Apt. 428
Lake Pamela, AR 95944",stephanie.wallace@yapi.com,919-954-5395x49141,62405.26,Auto Loan,8.12,3 years,Paid Off,619,78453,Employed,11/17/2018,1/17/2022 0:00
496,2395,Olivia Harrington,Female,51,Married,"801 Pam Track Apt. 452
New Susanfurt, NC 60299",olivia.harrington@yapi.com,001-504-967-2039x0983,60513.66,Personal Loan,4.08,4 years,Defaulted,618,78733,Self-Employed,6/10/2019, 
1372,2878,James Valdez,Male,43,Not Married,"5507 Craig Mission
West Tina, KS 13024",james.valdez@yapi.com,904.817.6571x574,36665.42,Mortgage,6.59,2 years,Defaulted,724,75187,Employed,9/5/2021, 
624,2964,Nicholas Love,Male,31,Not Married,"627 Anthony Pass Suite 699
Morenomouth, MT 24718",nicholas.love@yapi.com,-9509,34330.72,Auto Loan,2.58,1 years,Paid Off,762,72313,Employed,12/10/2020,3/10/2022 0:00
837,2791,Richard Ross,Male,29,Married,"Unit 8145 Box 2976
DPO AA 19172",richard.ross@yapi.com,001-279-700-8462x38133,59062.69,Personal Loan,5.97,2 years,In Arrears,680,67653,Employed,12/2/2020, 
261,2288,Scott Jones,Male,37,Married,"Unit 9322 Box 7339
DPO AE 99039",scott.jones@yapi.com,992-839-4130,20158.52,Mortgage,6.31,1 years,Paid Off,695,36171,Employed,4/25/2020,9/25/2021 0:00
1084,1962,David Webb,Female,50,Not Married,"0586 Stewart Extensions Apt. 788
Alyssaburgh, MH 26227",david.webb@yapi.com,397-605-1424x211,36346.84,Mortgage,6.62,2 years,In Arrears,788,51948,Self-Employed,11/1/2020, 
647,2774,Edward Grimes,Male,43,Not Married,"07056 Stephanie Mill Apt. 032
South David, DE 78209",edward.grimes@yapi.com,001-820-918-2235x80652,2881.65,Auto Loan,6.21,1 years,Paid Off,532,15499,Unemployed,12/20/2018,8/20/2020 0:00
976,2541,Kathryn Stokes,Male,31,Not Married,"964 Patrick Turnpike
West Timothy, IN 42618",kathryn.stokes@yapi.com,7307985843,69229.35,Personal Loan,5.14,4 years,Paid Off,763,79010,Employed,8/28/2019,2/28/2024 0:00
278,3900,Eric Orr,Male,54,Not Married,"55934 David Skyway
West April, KS 32859",eric.orr@yapi.com,001-972-237-4413,44190.85,Personal Loan,4.1,4 years,Paid Off,751,65384,Employed,6/4/2019,5/4/2024 0:00
695,2837,Gregory Brown,Male,43,Married,"928 Peggy Place Suite 674
South Victorhaven, IL 49174",gregory.brown@yapi.com,+1-532-622-2269x648,23432.19,Commercial Loan,8.64,3 years,Defaulted,816,35474,Employed,7/26/2021, 
1470,3387,Daniel Collier,Male,35,Married,"Unit 2429 Box 7791
DPO AP 40314",daniel.collier@yapi.com,962.285.4344,1235.62,Personal Loan,4.79,2 years,Paid Off,309,8142,Unemployed,12/20/2018,8/20/2021 0:00
496,3221,Kimberly Hardy,Female,53,Married,"918 Kevin Ways
Lake Margarethaven, KY 87196",kimberly.hardy@yapi.com,759.619.2023,30466.09,Mortgage,6.65,2 years,Paid Off,736,62008,Employed,2/18/2020,11/18/2022 0:00
347,2278,James Rodriguez,Male,41,Not Married,"023 Fletcher Mountain
Alexafurt, PA 74111",james.rodriguez@yapi.com,316-495-0704,15664.78,Auto Loan,9.43,5 years,Paid Off,654,49466,Employed,10/21/2020,10/21/2025 0:00
1456,2640,Melissa Davis,Female,41,Not Married,"591 Mclean Trace Apt. 314
Aprilchester, UT 22720",melissa.davis@yapi.com,+1-492-879-1086x230,14133.82,Commercial Loan,7.14,1 years,Paid Off,734,27046,Employed,8/9/2019,7/9/2021 0:00
1267,1628,Laura Taylor,Female,54,Married,"Unit 6659 Box 1953
DPO AP 60933",laura.taylor@yapi.com,001-420-793-0904x515,5943.8,Commercial Loan,6.1,4 years,Paid Off,424,12500,Unemployed,9/4/2020,7/4/2025 0:00
1354,2269,Marissa Rice,Female,45,Not Married,"USNV Hunter
FPO AE 64219",marissa.rice@yapi.com,-5317,60841.74,Auto Loan,7.46,3 years,In Arrears,700,75987,Employed,8/16/2021, 
281,1875,Ryan Thompson,Male,42,Married,"5607 Laura Pike Suite 634
Jessicastad, AR 03742",ryan.thompson@yapi.com,499-490-1374x579,51905.57,Auto Loan,6.86,3 years,In Arrears,722,66930,Employed,5/13/2019, 
353,3450,Steven Allen,Male,48,Married,"3869 Jennifer Forks
Hansonburgh, VA 64861",steven.allen@yapi.com,+1-769-712-0365x275,5647.77,Personal Loan,2.06,4 years,In Arrears,486,10795,Unemployed,2/21/2019, 
1493,2444,Sarah Mann,Male,41,Married,"309 Lopez Groves Suite 255
Michelleshire, AS 55353",sarah.mann@yapi.com,-4232,10289.95,Auto Loan,5.4,3 years,Paid Off,575,11680,Unemployed,4/7/2020,12/7/2023 0:00
1466,2384,James Grant,Male,54,Not Married,"246 Amy Extensions
North Stephanie, KS 35994",james.grant@yapi.com,+1-365-639-1463x380,8671.93,Auto Loan,5.94,3 years,Paid Off,482,13692,Unemployed,6/14/2021,3/14/2025 0:00
1042,3970,Laura Burton,Male,31,Married,"1140 Smith Run Suite 801
Shafferton, FL 11721",laura.burton@yapi.com,410.344.6533x995,23333.42,Mortgage,7.67,1 years,Paid Off,666,39118,Employed,3/11/2021,9/11/2022 0:00
1341,2570,Stephanie Wolfe,Male,40,Married,"9131 Lopez Falls Apt. 550
Morrismouth, MH 21989",stephanie.wolfe@yapi.com,001-253-524-2016x91466,26594.44,Mortgage,7.04,2 years,In Arrears,656,44093,Employed,2/4/2020, 
248,2332,Antonio Garcia,Male,48,Married,"007 Martin Walks
Bradleyburgh, SC 08990",antonio.garcia@yapi.com,420-596-2310x74659,23077.15,Mortgage,3.01,1 years,Defaulted,646,69184,Employed,7/16/2019, 
1116,3179,Jeffrey Allen,Male,52,Married,"6339 Brown Spurs Apt. 114
New Anna, LA 48835",jeffrey.allen@yapi.com,(414)582-4576,8006.01,Mortgage,2.79,4 years,Paid Off,810,44318,Employed,2/16/2020,12/16/2024 0:00
1195,1998,Andrea Webb,Female,43,Married,"6774 Berry Curve Apt. 931
South Peterberg, AK 08488",andrea.webb@yapi.com,867-317-2570x55392,10871.15,Personal Loan,5,4 years,Defaulted,736,29817,Employed,2/21/2021, 
533,2339,Joanna Hernandez,Male,31,Married,"5863 Joseph Lakes
Lake Johnny, VT 90331",joanna.hernandez@yapi.com,891-697-4594,7547.03,Mortgage,6.91,2 years,Paid Off,583,8138,Unemployed,11/17/2020,8/17/2023 0:00
1440,3466,Michelle Gilbert,Female,54,Married,"01212 Marshall Unions Suite 562
Brianmouth, KS 25398",michelle.gilbert@yapi.com,620-364-9106x6427,12910.46,Personal Loan,6.61,4 years,Paid Off,835,51077,Employed,11/17/2019,9/17/2024 0:00
399,3511,Patrick Sanchez,Male,29,Not Married,"5818 Mike Rue Apt. 483
Spearsland, ID 52443",patrick.sanchez@yapi.com,878-255-8193x3188,43850.69,Mortgage,2.8,3 years,In Arrears,640,79135,Self-Employed,4/19/2019, 
621,2236,Tyler Henry,Male,44,Married,"4480 Brittany Lights Apt. 002
East Lisaville, RI 73379",tyler.henry@yapi.com,(982)742-6100x796,57031.13,Commercial Loan,8.99,1 years,Paid Off,630,62862,Employed,12/21/2019,8/21/2021 0:00
335,2009,Christopher Hughes,Female,34,Not Married,"8912 Livingston Falls
Littletown, MO 03286",christopher.hughes@yapi.com,788.769.1914x99937,39426.67,Auto Loan,2.57,1 years,Defaulted,803,74453,Employed,1/1/2020, 
1262,2787,Brian Simpson,Male,35,Married,"77350 Rodney Village
Robertberg, NH 15268",brian.simpson@yapi.com,661.376.2643x58567,8521.59,Commercial Loan,5.52,2 years,Paid Off,575,19431,Unemployed,8/17/2020,9/17/2022 0:00
471,2943,Charles Williams,Female,51,Married,"63234 Smith Island Apt. 138
Carrollchester, NV 69025",charles.williams@yapi.com,001-262-834-2522x122,12498.59,Auto Loan,7.7,1 years,Paid Off,733,47822,Employed,3/15/2019,9/15/2020 0:00
1166,2799,Anthony Jones III,Male,42,Married,"6846 Gray Garden Suite 587
New Melinda, IA 73238",anthony.jones.iii@yapi.com,001-419-524-0059x78018,20422.34,Mortgage,2.62,4 years,Paid Off,790,69147,Employed,10/9/2020,2/9/2025 0:00
368,2862,Eric Estrada,Female,34,Married,"0177 Tonya Avenue
Port Troyberg, PW 67044",eric.estrada@yapi.com,230-921-5411x277,26762.34,Personal Loan,3.98,2 years,Paid Off,837,29570,Employed,1/10/2020,9/10/2022 0:00
1001,2860,Andrew Anderson,Female,44,Married,"5022 Jesse Mount
Ryanland, PA 38154",andrew.anderson@yapi.com,(567)928-3457,4027.87,Personal Loan,7.58,2 years,In Arrears,771,78909,Employed,7/24/2020, 
651,3662,Elizabeth Moore,Male,37,Not Married,"285 Devin Fields Apt. 237
Feliciabury, PA 13483",elizabeth.moore@yapi.com,5844837688,7635.25,Commercial Loan,2.99,3 years,Defaulted,749,78200,Employed,3/3/2020, 
930,2335,Jeremy Holt,Male,42,Married,"409 Farmer Overpass Apt. 531
Rebeccaborough, MD 57650",jeremy.holt@yapi.com,+1-975-975-2347x71105,1466.22,Personal Loan,7.38,3 years,Defaulted,484,11781,Unemployed,9/13/2020, 
108,3388,Edward Guerrero,Male,49,Married,"33261 Rogers Grove Suite 685
West Corey, OR 53858",edward.guerrero@yapi.com,984.902.7841x246,63883.98,Mortgage,3.69,2 years,Paid Off,752,64594,Employed,11/4/2019,2/4/2022 0:00
803,3177,David Daugherty,Male,47,Not Married,"582 Archer Isle
South Brandi, MA 60989",david.daugherty@yapi.com,773.526.4496x099,21055.72,Mortgage,4.14,2 years,Defaulted,806,56633,Self-Employed,11/6/2020, 
379,1701,Jose Campbell,Male,30,Married,"722 Barry Dam Apt. 581
Joeport, SC 76845",jose.campbell@yapi.com,-981,36094.5,Auto Loan,3.71,1 years,In Arrears,668,58977,Employed,8/30/2020, 
782,2347,Ashley Garcia,Male,46,Married,"42172 Mccoy Streets
Watkinsmouth, MA 63413",ashley.garcia@yapi.com,397-871-9930x80944,19544.87,Auto Loan,2.2,4 years,Paid Off,838,33608,Employed,11/12/2020,6/12/2025 0:00
227,1723,Cody Sims,Male,32,Not Married,"106 Karen Union Suite 921
Mitchellstad, ME 26947",cody.sims@yapi.com,8812864885,32793,Mortgage,8.15,4 years,Paid Off,638,39913,Employed,9/7/2019,10/7/2023 0:00
732,3625,Heather Brown,Female,35,Not Married,"800 Allison Cape Suite 155
Cynthiaborough, DC 38422",heather.brown@yapi.com,544-507-9783,74385.55,Auto Loan,5.37,3 years,Paid Off,630,75070,Employed,12/8/2018,11/8/2022 0:00
1413,1772,Michael Dennis,Male,55,Married,"28559 George Station
West Williamhaven, NC 80600",michael.dennis@yapi.com,001-406-209-5420x108,32645.26,Personal Loan,5.45,2 years,Paid Off,606,53174,Employed,12/12/2018,10/12/2021 0:00
893,3239,Lynn Reyes,Male,40,Not Married,"7178 Edwards Drives Apt. 770
Bentleyshire, OH 96915",lynn.reyes@yapi.com,+1-702-834-7645x152,56852.86,Mortgage,9.12,2 years,Paid Off,701,63941,Employed,1/4/2021,5/4/2023 0:00
607,3930,Steven Gomez,Male,38,Not Married,"731 Heather Harbor
Port Christine, OK 17539",steven.gomez@yapi.com,527.708.5895,12817.49,Personal Loan,3.02,4 years,Paid Off,809,63151,Employed,12/3/2018,10/3/2023 0:00
